Rk,Player,WAR,IP,Year,Age,Tm,Lg,G,GS,CG,SHO,GF,W,L,W-L%,SV,H,R,ER,BB,SO,ERA,FIP,K%,BB%,ERA+,BAbip,HR,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,BA,OBP,SLG,OPS,OPS+,Pit,Str
130,Carlos Zambrano\zambrca01,0.7,132.1,2012,31,MIA,NL,35,20,1,1,5,7,10,0.412,0,123,75,66,75,95,4.49,4.47,16.1%,12.7%,91,0.289,9,591,491,18,4,1,10,7,8,12,0,1,1,0,1,0.251,0.356,0.358,0.715,99,2294,1352
131,Keiichi Yabu\yabuke01,0.7,68,2008,39,SFG,NL,60,0,0,0,10,3,6,0.333,0,63,33,27,32,48,3.57,4.06,15.9%,10.6%,123,0.288,3,302,259,12,1,4,8,3,0,8,3,0,0,1,5,0.243,0.344,0.332,0.677,82,1129,678
132,James Baldwin\baldwja01,0.7,56.2,2005,33,TOT,AL,28,0,0,0,13,0,2,0,1,54,28,24,16,29,3.81,4.84,12.2%,6.7%,118,0.254,8,238,213,10,2,1,3,1,5,5,2,0,0,1,2,0.254,0.308,0.432,0.74,94,862,543
133,Reid Cornelius\cornere01,0.7,125,2000,30,FLA,NL,22,21,0,0,0,4,10,0.286,0,135,74,67,50,50,4.82,5.61,9.1%,9.1%,92,0.28,19,547,478,20,3,4,4,9,6,12,5,5,2,5,8,0.282,0.351,0.456,0.807,112,1914,1132
134,Alex Fernandez\fernaal01,0.7,52.1,2000,30,FLA,NL,8,8,0,0,0,4,4,0.5,0,59,25,24,16,27,4.13,4.76,12.2%,7.2%,107,0.308,7,222,202,6,3,1,0,3,1,6,3,3,0,0,0,0.292,0.342,0.455,0.798,110,808,509
135,John Wetteland\wettejo01,0.7,60,2000,33,TEX,AL,62,0,0,0,57,6,5,0.545,34,67,35,28,24,53,4.2,4.83,19.7%,8.9%,120,0.324,10,269,235,10,4,2,2,4,4,5,8,2,0,0,0,0.285,0.351,0.489,0.84,109,1074,666
136,Bobby Ayala\ayalabo01,0.7,82,1999,29,TOT,NL,66,0,0,0,21,1,7,0.125,0,71,43,32,39,79,3.51,4.44,21.6%,10.7%,128,0.27,10,365,312,19,2,2,6,5,3,3,12,3,1,0,5,0.228,0.322,0.397,0.72,88,,
137,Pep Harris\harripe01,0.7,60,1998,25,ANA,AL,49,0,0,0,13,3,1,0.75,0,55,32,29,23,34,4.35,4.67,13.2%,9.0%,110,0.253,7,257,230,7,1,4,0,3,1,4,3,1,0,0,2,0.239,0.307,0.37,0.677,74,,
138,Les Lancaster\lancale01,0.7,61.1,1993,31,STL,NL,50,0,0,0,12,4,1,0.8,0,56,24,20,21,36,2.93,3.95,13.9%,8.1%,135,0.267,5,259,231,14,1,5,1,5,1,3,3,3,0,0,5,0.242,0.307,0.377,0.684,89,,
139,Brian Fisher\fishebr01,0.7,91.1,1992,30,SEA,AL,22,14,0,0,2,4,3,0.571,1,80,49,46,47,26,4.53,5.07,6.6%,11.9%,88,0.229,9,394,342,20,0,2,1,1,3,4,6,3,1,1,3,0.234,0.326,0.371,0.697,95,,
140,Jackson Todd\toddja01,0.7,97.2,1981,29,TOR,AL,21,13,3,0,1,2,7,0.222,0,94,51,43,31,41,3.96,4.17,9.9%,7.5%,99,0.258,10,415,374,24,1,2,4,3,3,9,8,1,0,0,3,0.251,0.313,0.401,0.714,100,,
141,Marty Pattin\pattima01,0.7,89,1980,37,KCR,AL,37,0,0,0,21,4,0,1,4,97,39,36,23,40,3.64,3.68,10.6%,6.1%,110,0.294,7,378,350,9,4,7,1,1,3,4,8,6,0,0,2,0.277,0.321,0.386,0.707,93,,
142,Don Kirkwood\kirkwdo01,0.7,68,1978,28,TOR,AL,16,9,3,0,2,4,5,0.444,0,76,36,32,25,29,4.24,3.98,9.9%,8.5%,92,0.304,6,293,263,15,2,1,0,3,2,7,7,2,0,0,3,0.289,0.348,0.43,0.778,116,,
143,Bill Hands\handsbi01,0.7,109.2,1975,35,TEX,AL,18,18,4,1,0,6,7,0.462,0,118,58,49,28,67,4.02,3.64,14.3%,6.0%,94,0.295,12,469,436,24,4,1,3,0,2,12,6,2,1,0,7,0.271,0.318,0.427,0.744,110,,
144,Dean Chance\chancde01,0.7,89.2,1971,30,DET,AL,31,14,0,0,5,4,6,0.4,0,91,43,35,50,64,3.51,3.56,15.8%,12.4%,103,0.31,5,405,344,15,2,4,4,5,2,7,13,4,0,1,4,0.265,0.363,0.363,0.726,108,,
145,Earl Wilson\wilsoea01,0.7,161,1970,35,TOT,ML,33,25,4,1,3,5,12,0.294,0,169,89,82,51,103,4.58,4,14.8%,7.4%,84,0.292,20,694,630,22,1,3,4,5,4,12,13,7,1,0,0,0.268,0.325,0.402,0.727,105,,
146,Ricky Nolasco\nolasri01,0.6,181,2017,34,LAA,AL,33,33,1,1,0,6,15,0.286,0,205,102,99,58,143,4.92,5.1,18.2%,7.4%,86,0.314,35,787,716,52,1,3,3,6,3,12,4,7,1,0,4,0.286,0.341,0.508,0.849,126,3088,1895
147,Neal Cotts\cottsne01,0.6,63.1,2015,35,TOT,ML,68,0,0,0,10,1,0,1,0,58,26,24,22,58,3.41,5,21.6%,8.2%,118,0.272,12,269,237,8,0,2,4,3,2,5,8,0,0,0,2,0.245,0.317,0.43,0.747,106,1074,663
148,Shigetoshi Hasegawa\hasegsh01,0.6,66.2,2005,36,SEA,AL,46,0,0,0,17,1,3,0.25,0,66,31,31,16,30,4.18,3.76,10.8%,5.7%,101,0.277,4,279,255,10,1,1,3,2,3,6,0,2,0,0,0,0.259,0.307,0.353,0.66,79,1010,609
149,Francisco Cordova\cordofr01,0.6,95,2000,28,PIT,NL,18,17,0,0,0,6,8,0.429,0,107,63,55,38,66,5.21,4.65,15.7%,9.0%,89,0.317,12,421,375,28,2,4,2,3,3,9,4,3,5,1,3,0.285,0.352,0.467,0.818,111,1553,929
150,Roger McDowell\mcdowro01,0.6,59.1,1996,35,BAL,AL,41,0,0,0,11,1,1,0.5,4,69,32,28,23,20,4.25,5.3,7.6%,8.8%,117,0.3,7,262,233,7,1,1,2,3,1,11,5,2,1,0,0,0.296,0.363,0.425,0.788,98,,
151,Dale Mohorcic\mohorda01,0.6,53,1990,34,MON,NL,34,0,0,0,12,1,2,0.333,2,56,21,19,18,29,3.23,4.43,12.8%,8.0%,114,0.301,6,226,196,6,0,3,4,3,5,4,3,1,2,1,1,0.286,0.35,0.408,0.758,118,,
152,Jeff Pico\picoje01,0.6,92,1990,24,CHC,NL,31,8,0,0,8,4,4,0.5,2,120,53,49,37,37,4.79,4.23,8.8%,8.8%,86,0.34,7,421,374,19,5,10,1,7,2,11,0,4,0,1,2,0.321,0.382,0.455,0.836,128,,
153,Jose Alvarez\alvarjo01,0.6,50.1,1989,33,ATL,NL,30,0,0,0,12,3,3,0.5,2,44,18,16,24,45,2.86,3.5,20.7%,11.1%,127,0.29,4,217,186,9,0,2,1,5,1,5,5,0,1,1,2,0.237,0.325,0.349,0.675,96,,
154,Roy Lee Jackson\jacksro03,0.6,58.1,1986,32,MIN,AL,28,0,0,0,8,0,1,0,1,57,29,25,16,32,3.86,4.21,12.9%,6.4%,111,0.265,7,249,223,13,2,0,3,2,5,2,4,2,0,2,3,0.256,0.308,0.426,0.734,96,,
155,Ken Sanders\sandeke01,0.6,50,1976,34,TOT,ML,34,0,0,0,19,1,2,0.333,1,42,16,15,15,18,2.7,3.91,8.9%,7.4%,124,0.236,4,202,180,8,0,4,1,3,3,3,1,4,0,1,0,0.233,0.291,0.344,0.636,90,,
156,Mel Stottlemyre\stottme01,0.6,113,1974,32,NYY,AL,16,15,6,0,1,6,7,0.462,0,119,54,45,37,40,3.58,3.76,8.3%,7.6%,99,0.285,7,485,437,22,3,3,4,4,3,11,5,3,0,0,3,0.272,0.333,0.384,0.717,107,,
157,Mudcat Grant\grantmu01,0.6,102.1,1971,35,TOT,ML,57,0,0,0,36,6,3,0.667,10,104,41,36,34,35,3.17,4.19,8.1%,7.8%,109,0.269,11,434,391,16,1,8,1,7,1,10,3,0,1,0,1,0.266,0.326,0.396,0.722,109,,
158,Scott Feldman\feldmsc01,0.5,111.1,2017,34,CIN,NL,21,21,1,1,0,7,7,0.5,0,116,62,59,35,93,4.77,5.04,19.7%,7.4%,94,0.305,21,472,424,20,3,2,6,6,1,13,13,5,0,0,3,0.274,0.337,0.483,0.82,116,1909,1191
159,Scott Kazmir\kazmisc01,0.5,136.1,2016,32,LAD,NL,26,26,0,0,0,10,6,0.625,0,133,71,69,52,134,4.56,4.48,22.7%,8.8%,88,0.299,21,590,526,29,2,3,7,2,3,6,8,3,1,0,5,0.253,0.327,0.435,0.762,109,2392,1505
160,Tim Hudson\hudsoti01,0.5,123.2,2015,39,SFG,NL,24,22,0,0,0,8,9,0.471,0,134,62,61,37,64,4.44,4.53,12.2%,7.1%,87,0.301,13,525,476,16,2,1,7,2,3,19,3,4,1,0,4,0.282,0.34,0.405,0.746,110,1852,1208
161,Wandy Rodriguez\rodriwa01,0.5,86.1,2015,36,TEX,AL,17,15,0,0,1,6,4,0.6,0,99,48,47,36,72,4.9,4.33,18.4%,9.2%,86,0.33,10,392,347,22,1,2,3,1,5,7,4,0,0,0,3,0.285,0.353,0.441,0.794,113,1594,995
162,Freddy Garcia\garcifr03,0.5,80.1,2013,36,TOT,ML,17,13,0,0,2,4,7,0.364,0,83,40,39,17,46,4.37,5.49,13.9%,5.1%,91,0.266,18,331,307,6,1,0,1,5,1,9,9,1,0,0,1,0.27,0.31,0.472,0.782,112,1161,764
163,Jose Arredondo\arredjo01,0.5,61,2012,28,CIN,NL,66,0,0,0,17,6,2,0.75,1,50,26,20,34,62,2.95,4.28,23.6%,12.9%,140,0.274,7,263,222,11,1,2,1,2,4,3,6,3,1,2,0,0.225,0.326,0.378,0.704,93,1090,658
164,Alex White\whiteal01,0.5,98,2012,23,COL,NL,23,20,0,0,0,2,9,0.182,0,114,66,60,51,64,5.51,5.23,13.9%,11.1%,84,0.315,13,459,396,25,6,9,5,5,2,3,13,4,0,0,6,0.288,0.374,0.48,0.854,121,1794,1047
165,Rich Harden\harderi01,0.5,82.2,2011,29,OAK,AL,15,15,0,0,0,4,4,0.5,0,87,48,47,31,91,5.12,4.69,25.1%,8.5%,79,0.317,17,363,326,13,4,0,2,1,3,2,4,5,0,0,4,0.267,0.331,0.488,0.819,124,1482,925
166,Dustin Nippert\nippedu01,0.5,56.2,2010,29,TEX,AL,38,2,0,0,7,4,5,0.444,0,61,28,27,34,47,4.29,5.09,17.9%,13.0%,105,0.323,7,262,220,11,1,3,5,2,1,3,12,1,0,0,3,0.277,0.385,0.432,0.816,115,1063,638
167,Jason Jennings\jennija01,0.5,61,2009,30,TEX,AL,44,0,0,0,8,2,4,0.333,1,67,31,28,28,44,4.13,4.62,16.2%,10.3%,113,0.319,7,272,234,14,2,3,2,3,5,7,7,3,0,0,3,0.286,0.361,0.453,0.814,109,1082,642
168,Jeremy Sowers\sowerje01,0.5,123.1,2009,26,CLE,AL,23,22,0,0,1,6,11,0.353,0,134,73,72,52,51,5.25,4.77,9.4%,9.5%,81,0.291,11,545,477,31,2,3,3,5,8,12,5,3,2,0,2,0.281,0.35,0.423,0.773,107,2030,1263
169,Greg Maddux\maddugr01,0.5,194,2008,42,TOT,NL,33,33,0,0,0,8,13,0.381,0,204,105,91,30,98,4.22,4.09,12.2%,3.7%,92,0.286,21,804,751,37,4,5,6,9,8,16,24,5,1,2,2,0.272,0.302,0.415,0.717,100,2568,1722
170,Gary Knotts\knottga01,0.5,135.1,2004,27,DET,AL,36,19,0,0,6,7,6,0.538,2,142,83,79,58,81,5.25,5.15,13.5%,9.7%,85,0.282,20,599,531,27,3,3,4,4,2,12,3,2,0,0,11,0.267,0.343,0.443,0.785,108,2178,1335
171,Joe Roa\roajo01,0.5,70,2004,32,MIN,AL,48,0,0,0,11,2,3,0.4,0,84,38,35,24,47,4.5,4.62,14.8%,7.6%,106,0.328,9,318,283,15,3,0,5,4,2,7,9,0,0,0,1,0.297,0.36,0.466,0.826,111,1125,709
172,Scott Sullivan\sullisc01,0.5,60.1,2004,33,KCR,AL,49,0,0,0,17,3,4,0.429,0,73,34,32,24,45,4.77,4.82,16.5%,8.8%,101,0.346,8,273,237,15,2,10,7,1,4,9,1,0,0,0,4,0.308,0.382,0.489,0.872,125,1004,633
173,Jeff Wallace\wallaje01,0.5,50.1,2001,25,TBD,AL,29,1,0,0,9,0,3,0,0,43,26,19,37,38,3.4,4.84,16.9%,16.4%,131,0.273,4,225,185,12,0,0,1,2,0,7,7,3,0,1,3,0.232,0.363,0.362,0.725,95,934,537
174,Mark Dewey\deweyma01,0.5,83.1,1996,31,SFG,NL,78,0,0,0,19,6,3,0.667,0,79,40,39,41,57,4.21,4.86,15.8%,11.4%,97,0.286,9,360,307,12,1,9,5,3,4,11,5,4,0,0,4,0.257,0.35,0.391,0.741,105,,
175,Roger Salkeld\salkero01,0.5,116,1996,25,CIN,NL,29,19,1,1,2,8,5,0.615,0,114,69,67,54,82,5.2,5.33,16.1%,10.6%,81,0.283,18,509,436,27,1,2,6,10,3,10,12,3,0,1,7,0.261,0.349,0.452,0.801,114,,
176,Zane Smith\smithza01,0.5,83.1,1996,35,PIT,NL,16,16,1,1,0,4,6,0.4,0,104,53,47,21,47,5.08,4.04,12.8%,5.7%,87,0.339,7,368,337,33,6,4,4,3,3,9,16,4,2,1,0,0.309,0.353,0.504,0.858,127,,
177,Roger Mason\masonro01,0.5,60,1994,36,TOT,NL,47,0,0,0,12,3,5,0.375,1,55,29,25,25,33,3.75,5.11,12.9%,9.8%,113,0.253,8,256,226,10,0,5,2,2,1,5,8,1,0,0,0,0.243,0.323,0.394,0.717,92,,
178,Tom Niedenfuer\niedeto01,0.5,65,1990,30,STL,NL,52,0,0,0,12,0,6,0,2,66,26,25,25,32,3.46,3.58,11.6%,9.1%,110,0.293,3,276,245,12,5,7,0,1,5,5,10,7,0,0,3,0.269,0.331,0.396,0.727,106,,
179,Ron Guidry\guidrro01,0.5,56,1988,37,NYY,AL,12,10,0,0,1,2,3,0.4,0,57,28,26,15,32,4.18,4.16,13.4%,6.3%,95,0.275,7,239,220,20,1,3,2,1,1,2,6,2,1,2,2,0.259,0.311,0.455,0.765,113,,
180,Matt Keough\keougma02,0.5,64,1986,30,TOT,NL,29,7,0,0,5,5,4,0.556,0,58,31,28,30,44,3.94,4.72,16.2%,11.0%,97,0.266,9,272,236,10,0,4,2,3,1,6,2,4,0,2,6,0.246,0.335,0.403,0.737,107,,
181,Jerry Koosman\koosmje01,0.5,99.1,1985,42,PHI,NL,19,18,3,1,0,6,4,0.6,0,107,56,51,34,60,4.62,4.43,13.9%,7.9%,81,0.293,14,433,387,19,4,3,3,5,4,6,8,2,1,2,2,0.276,0.336,0.455,0.791,123,,
182,Ken Holtzman\holtzke01,0.5,117.2,1979,33,CHC,NL,23,20,3,2,0,6,9,0.4,0,133,70,60,53,44,4.59,5.15,8.3%,10.0%,91,0.291,15,529,462,22,4,7,6,5,2,13,14,6,1,0,6,0.288,0.367,0.45,0.817,120,,
183,Will McEnaney\mcenawi01,0.5,64,1979,27,STL,NL,45,0,0,0,21,0,3,0,2,60,26,21,16,15,2.95,3.72,5.6%,6.0%,130,0.253,3,267,239,11,1,8,2,6,4,4,2,2,0,1,0,0.251,0.299,0.343,0.642,78,,
184,Alan Foster\fosteal01,0.5,86.2,1976,29,SDP,NL,26,11,2,0,4,3,6,0.333,0,75,36,31,35,22,3.22,4.72,6.1%,9.7%,102,0.228,9,360,319,12,2,2,1,3,2,8,6,5,0,1,2,0.235,0.311,0.37,0.681,106,,
185,Sonny Siebert\siebeso01,0.5,87.2,1975,38,TOT,ML,23,19,0,0,1,7,6,0.538,0,97,43,38,41,54,3.9,3.68,13.5%,10.2%,93,0.311,6,401,349,17,1,7,1,5,4,4,13,0,0,1,7,0.278,0.352,0.384,0.736,111,,
186,Ray Lamb\lambra01,0.5,86,1973,28,CLE,AL,32,1,0,0,6,3,3,0.5,2,98,44,44,42,60,4.6,3.76,15.5%,10.9%,86,0.332,7,386,337,14,1,6,2,1,4,10,7,4,1,0,6,0.291,0.369,0.401,0.769,115,,
187,Mike Strahler\strahmi01,0.5,80.1,1973,26,DET,AL,22,11,1,0,2,4,5,0.444,0,84,45,39,39,37,4.37,4.27,10.6%,11.1%,93,0.291,7,350,308,13,2,1,1,1,1,12,4,6,0,0,10,0.273,0.355,0.396,0.751,107,,
188,Dave Morehead\morehda01,0.5,121.2,1970,27,KCR,AL,28,17,1,0,2,3,5,0.375,1,121,64,49,62,69,3.62,4.02,12.9%,11.6%,103,0.288,9,536,464,15,1,3,1,6,3,12,12,8,0,0,9,0.261,0.347,0.356,0.703,101,,
189,Roy Face\facero01,0.5,59.1,1969,41,MON,NL,44,0,0,0,27,4,2,0.667,5,62,29,26,15,34,3.94,4.53,13.4%,5.9%,94,0.267,11,253,236,9,1,3,0,2,0,5,1,1,0,1,0,0.263,0.307,0.449,0.756,117,,
190,Bartolo Colon\colonba01,0.4,146.1,2018,45,TEX,AL,28,24,1,0,1,7,12,0.368,0,172,97,94,25,81,5.78,5.47,12.9%,4.0%,82,0.288,32,628,591,35,10,1,3,1,8,6,1,1,1,0,2,0.291,0.319,0.547,0.866,122,2228,1474
191,Corey Knebel\knebeco01,0.4,55.1,2018,26,MIL,NL,57,0,0,0,29,4,3,0.571,16,38,23,22,22,88,3.58,3.03,39.5%,9.9%,115,0.304,7,223,196,8,3,0,4,0,1,3,7,5,0,0,0,0.194,0.287,0.372,0.659,81,987,632
192,Burke Badenhop\badenbu01,0.4,66.1,2015,32,CIN,NL,68,0,0,0,17,2,4,0.333,0,71,30,29,20,36,3.93,3.74,12.6%,7.0%,101,0.3,4,285,260,13,2,4,0,2,3,6,5,2,0,0,0,0.273,0.322,0.385,0.706,98,1048,654
193,Aaron Harang\haranaa01,0.4,172.1,2015,37,PHI,NL,29,29,0,0,0,6,15,0.286,0,189,100,93,51,108,4.86,4.83,14.4%,6.8%,79,0.297,26,748,681,31,11,3,6,8,2,16,4,4,0,0,4,0.278,0.332,0.47,0.802,125,2844,1805
194,Scott Linebrink\linebsc01,0.4,54.1,2011,34,ATL,NL,64,0,0,0,27,4,4,0.5,1,58,22,22,21,42,3.64,4.29,17.7%,8.9%,106,0.321,6,237,206,9,2,6,4,2,4,6,6,3,0,0,3,0.282,0.353,0.432,0.785,119,936,565
195,Luke French\frenclu01,0.4,87.2,2010,24,SEA,AL,16,13,0,0,2,5,7,0.417,0,88,47,47,29,37,4.83,5.29,10.0%,7.8%,82,0.26,13,371,336,19,3,2,4,0,2,6,2,3,3,0,4,0.262,0.326,0.452,0.779,117,1306,836
196,David Weathers\weathda01,0.4,62,2009,39,TOT,NL,68,0,0,0,11,4,6,0.4,1,53,29,27,28,37,3.92,5.45,13.9%,10.5%,108,0.234,10,267,228,13,1,2,2,6,3,6,2,0,0,0,1,0.232,0.318,0.43,0.748,100,1026,609
197,Brad Halsey\halsebr01,0.4,94.1,2006,25,OAK,AL,52,7,0,0,7,5,4,0.556,0,108,53,49,46,53,4.67,5.16,12.3%,10.7%,95,0.31,11,431,375,18,1,7,5,3,2,11,10,3,3,0,7,0.288,0.371,0.429,0.801,110,1589,971
198,Dave Burba\burbada01,0.4,77,2004,37,TOT,NL,51,0,0,0,16,4,1,0.8,2,70,40,36,26,50,4.21,4.02,15.3%,8.0%,104,0.266,7,326,291,15,1,2,2,4,3,5,5,1,0,1,3,0.241,0.304,0.371,0.675,78,1212,741
199,Chuck Smith\smithch07,0.4,88,2001,31,FLA,NL,15,15,0,0,0,5,5,0.5,0,89,47,46,35,71,4.7,4.31,18.4%,9.1%,90,0.305,10,385,336,19,4,4,6,4,4,5,4,3,1,1,0,0.265,0.341,0.435,0.776,108,1458,864
200,Mark Portugal\portuma01,0.4,150.1,1999,36,BOS,AL,31,27,1,0,1,7,12,0.368,0,179,100,92,41,79,5.51,5.4,11.8%,6.2%,91,0.295,28,667,613,28,5,1,4,3,6,10,11,6,1,0,2,0.292,0.337,0.491,0.828,105,,
201,Roger Salkeld\salkero01,0.5,116,1996,25,CIN,NL,29,19,1,1,2,8,5,0.615,0,114,69,67,54,82,5.2,5.33,16.1%,10.6%,81,0.283,18,509,436,27,1,2,6,10,3,10,12,3,0,1,7,0.261,0.349,0.452,0.801,114,,
202,Zane Smith\smithza01,0.5,83.1,1996,35,PIT,NL,16,16,1,1,0,4,6,0.4,0,104,53,47,21,47,5.08,4.04,12.8%,5.7%,87,0.339,7,368,337,33,6,4,4,3,3,9,16,4,2,1,0,0.309,0.353,0.504,0.858,127,,
203,Tim Van Egmond\vanegti01,0.5,54.2,1996,27,MIL,AL,12,9,0,0,1,3,5,0.375,0,58,35,32,23,33,5.27,4.71,13.6%,9.5%,99,0.295,6,242,212,14,3,2,1,3,3,7,5,1,0,1,0,0.274,0.343,0.453,0.796,96,,
204,Roger Mason\masonro01,0.5,60,1994,36,TOT,NL,47,0,0,0,12,3,5,0.375,1,55,29,25,25,33,3.75,5.11,12.9%,9.8%,113,0.253,8,256,226,10,0,5,2,2,1,5,8,1,0,0,0,0.243,0.323,0.394,0.717,92,,
205,Tom Niedenfuer\niedeto01,0.5,65,1990,30,STL,NL,52,0,0,0,12,0,6,0,2,66,26,25,25,32,3.46,3.58,11.6%,9.1%,110,0.293,3,276,245,12,5,7,0,1,5,5,10,7,0,0,3,0.269,0.331,0.396,0.727,106,,
206,Ron Guidry\guidrro01,0.5,56,1988,37,NYY,AL,12,10,0,0,1,2,3,0.4,0,57,28,26,15,32,4.18,4.16,13.4%,6.3%,95,0.275,7,239,220,20,1,3,2,1,1,2,6,2,1,2,2,0.259,0.311,0.455,0.765,113,,
207,Matt Keough\keougma02,0.5,64,1986,30,TOT,NL,29,7,0,0,5,5,4,0.556,0,58,31,28,30,44,3.94,4.72,16.2%,11.0%,97,0.266,9,272,236,10,0,4,2,3,1,6,2,4,0,2,6,0.246,0.335,0.403,0.737,107,,
208,Jerry Koosman\koosmje01,0.5,99.1,1985,42,PHI,NL,19,18,3,1,0,6,4,0.6,0,107,56,51,34,60,4.62,4.43,13.9%,7.9%,81,0.293,14,433,387,19,4,3,3,5,4,6,8,2,1,2,2,0.276,0.336,0.455,0.791,123,,
209,Roger Weaver\weavero01,0.5,63.2,1980,25,DET,AL,19,6,0,0,6,3,4,0.429,0,56,32,29,34,42,4.1,4.1,15.7%,12.7%,101,0.277,5,268,227,7,1,3,1,2,4,9,1,2,1,0,2,0.247,0.342,0.352,0.695,89,,
210,Ken Holtzman\holtzke01,0.5,117.2,1979,33,CHC,NL,23,20,3,2,0,6,9,0.4,0,133,70,60,53,44,4.59,5.15,8.3%,10.0%,91,0.291,15,529,462,22,4,7,6,5,2,13,14,6,1,0,6,0.288,0.367,0.45,0.817,120,,
211,Will McEnaney\mcenawi01,0.5,64,1979,27,STL,NL,45,0,0,0,21,0,3,0,2,60,26,21,16,15,2.95,3.72,5.6%,6.0%,130,0.253,3,267,239,11,1,8,2,6,4,4,2,2,0,1,0,0.251,0.299,0.343,0.642,78,,
212,Alan Foster\fosteal01,0.5,86.2,1976,29,SDP,NL,26,11,2,0,4,3,6,0.333,0,75,36,31,35,22,3.22,4.72,6.1%,9.7%,102,0.228,9,360,319,12,2,2,1,3,2,8,6,5,0,1,2,0.235,0.311,0.37,0.681,106,,
213,Sonny Siebert\siebeso01,0.5,87.2,1975,38,TOT,ML,23,19,0,0,1,7,6,0.538,0,97,43,38,41,54,3.9,3.68,13.5%,10.2%,93,0.311,6,401,349,17,1,7,1,5,4,4,13,0,0,1,7,0.278,0.352,0.384,0.736,111,,
214,Ray Lamb\lambra01,0.5,86,1973,28,CLE,AL,32,1,0,0,6,3,3,0.5,2,98,44,44,42,60,4.6,3.76,15.5%,10.9%,86,0.332,7,386,337,14,1,6,2,1,4,10,7,4,1,0,6,0.291,0.369,0.401,0.769,115,,
215,Mike Strahler\strahmi01,0.5,80.1,1973,26,DET,AL,22,11,1,0,2,4,5,0.444,0,84,45,39,39,37,4.37,4.27,10.6%,11.1%,93,0.291,7,350,308,13,2,1,1,1,1,12,4,6,0,0,10,0.273,0.355,0.396,0.751,107,,
216,Dave Morehead\morehda01,0.5,121.2,1970,27,KCR,AL,28,17,1,0,2,3,5,0.375,1,121,64,49,62,69,3.62,4.02,12.9%,11.6%,103,0.288,9,536,464,15,1,3,1,6,3,12,12,8,0,0,9,0.261,0.347,0.356,0.703,101,,
217,Roy Face\facero01,0.5,59.1,1969,41,MON,NL,44,0,0,0,27,4,2,0.667,5,62,29,26,15,34,3.94,4.53,13.4%,5.9%,94,0.267,11,253,236,9,1,3,0,2,0,5,1,1,0,1,0,0.263,0.307,0.449,0.756,117,,
218,Bartolo Colon\colonba01,0.4,146.1,2018,45,TEX,AL,28,24,1,0,1,7,12,0.368,0,172,97,94,25,81,5.78,5.47,12.9%,4.0%,82,0.288,32,628,591,35,10,1,3,1,8,6,1,1,1,0,2,0.291,0.319,0.547,0.866,122,2228,1474
219,Corey Knebel\knebeco01,0.4,55.1,2018,26,MIL,NL,57,0,0,0,29,4,3,0.571,16,38,23,22,22,88,3.58,3.03,39.5%,9.9%,115,0.304,7,223,196,8,3,0,4,0,1,3,7,5,0,0,0,0.194,0.287,0.372,0.659,81,987,632
220,Jose Torres\torrejo02,0.4,68.1,2017,23,SDP,NL,62,0,0,0,16,7,4,0.636,1,63,34,32,16,63,4.21,4.67,22.2%,5.6%,100,0.27,13,284,258,14,1,0,4,3,3,7,5,0,0,3,2,0.244,0.295,0.457,0.753,102,1071,699
221,Burke Badenhop\badenbu01,0.4,66.1,2015,32,CIN,NL,68,0,0,0,17,2,4,0.333,0,71,30,29,20,36,3.93,3.74,12.6%,7.0%,101,0.3,4,285,260,13,2,4,0,2,3,6,5,2,0,0,0,0.273,0.322,0.385,0.706,98,1048,654
222,Aaron Harang\haranaa01,0.4,172.1,2015,37,PHI,NL,29,29,0,0,0,6,15,0.286,0,189,100,93,51,108,4.86,4.83,14.4%,6.8%,79,0.297,26,748,681,31,11,3,6,8,2,16,4,4,0,0,4,0.278,0.332,0.47,0.802,125,2844,1805
223,Scott Linebrink\linebsc01,0.4,54.1,2011,34,ATL,NL,64,0,0,0,27,4,4,0.5,1,58,22,22,21,42,3.64,4.29,17.7%,8.9%,106,0.321,6,237,206,9,2,6,4,2,4,6,6,3,0,0,3,0.282,0.353,0.432,0.785,119,936,565
224,Luke French\frenclu01,0.4,87.2,2010,24,SEA,AL,16,13,0,0,2,5,7,0.417,0,88,47,47,29,37,4.83,5.29,10.0%,7.8%,82,0.26,13,371,336,19,3,2,4,0,2,6,2,3,3,0,4,0.262,0.326,0.452,0.779,117,1306,836
225,David Weathers\weathda01,0.4,62,2009,39,TOT,NL,68,0,0,0,11,4,6,0.4,1,53,29,27,28,37,3.92,5.45,13.9%,10.5%,108,0.234,10,267,228,13,1,2,2,6,3,6,2,0,0,0,1,0.232,0.318,0.43,0.748,100,1026,609
226,Brad Halsey\halsebr01,0.4,94.1,2006,25,OAK,AL,52,7,0,0,7,5,4,0.556,0,108,53,49,46,53,4.67,5.16,12.3%,10.7%,95,0.31,11,431,375,18,1,7,5,3,2,11,10,3,3,0,7,0.288,0.371,0.429,0.801,110,1589,971
227,Dave Burba\burbada01,0.4,77,2004,37,TOT,NL,51,0,0,0,16,4,1,0.8,2,70,40,36,26,50,4.21,4.02,15.3%,8.0%,104,0.266,7,326,291,15,1,2,2,4,3,5,5,1,0,1,3,0.241,0.304,0.371,0.675,78,1212,741
